school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Anderson Memorial Primary School,Ndengeza,6 and 7,43,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,yes,I will not want t o owl about the owls I will be happy with it I will agree to see it,I will chase it with stone I will said to it go away from home I don't want to see owl on my home,I will buy chemicals and feed it and it will die at my home I don't want it to my home I will give them food with chemicals and it will die,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,44,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,no,with a scary birds and a kind birds but that birds does not do any harm to people and I also associate it with a dove it is beautiful with its huge eyes but when it looks at me ,I will chase it away because it make noise when we are sleep and we don't sleep very well. And the children are afraid because of an owl,I will build a nest on the branches of the tree so that an owl will come and eat the rats and mice. When its finish eating mice and rat I will chase it away,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,45,1 prior,not applicable,female,one,rats and mice,yes,in the branches of a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,I am very proud to see it but when it early I am scerd to woke up and see it because at out side it will  be dark and when I see it have a big eyes and at the front of it had it havefea,the owl is going to make a noise during our sleep the owl is very good when you see it because it chase mice and rats away from the house,the owl will eat them when its in there and some of them they will run away when they see a owl because they are to they scard of an owl and the family,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,46,1 prior,not applicable,male,two,insects,yes,in a cavity in a tree,3 - like,yes,tree,3 - terrified,2 - run away,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,47,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,I will be happy. Because its will eat a rats and mice when rats came back I will not be happy because owls chase the mice,do not ask me you grany . I will chase it by by. See you next friday ,when owls come to my home I will not chase the owl away . I will happy with a owls come to my home because itts will chase a mice and rats,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,48,1 prior,not applicable,male,two,insects,yes,in the branches of a tree,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,,in my home every day this owl it come and me am happy and this owl it are me he and she. Scard . ,you dont want owl seen lands taking ,in don't no,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,49,1 prior,not applicable,female,four,rats and mice,yes,on the ground,3 - like,no,four,1 - not afraid,1 - nothing,1 - nothing,yes,because I think it was very very nice thing to me that why I say so. I want you to come to my school anderson,because I love animal and I love all people just me at my home. I want you to come my home and stay with me can you come next week an monday at morning ,I will leave it alone and do want to do because I love more animals,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,50,1 prior,not applicable,female,four,rats and mice,yes,on the ground,3 - like,no,four,1 - not afraid,1 - nothing,1 - nothing,yes,the associate the big birds in a tree. The associate that have seen in the house is person that she around in the house they are difty clothes ,because is the land in the roof there used my not agree with me there owl in this that become home must be there in this ,I am not feel angry because my family is going and there owl do not do anything wit animals who is in and that you will help you the mice is very dangerous,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,51,1 prior,not applicable,female,two,insects,no,in the branches of a tree,2 - no feeling,no,none,3 - terrified,2 - run away,1 - nothing,no,if I see them I will run away and I don't stop any where an until she was go I will  go back to the . If she live I will go to bed . It she come I cant go to bed because that owls ,I will not go out side because it was the I will live on the house until she go. If she was not go .i don't go any where I will stay on the house untit she was going,my family she want to kill that owls because she was making a noise . Then if they go to the that tree it will run away because sghe don't want to die,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,52,1 prior,not applicable,female,four,insects,yes,in a cavity in a tree,3 - like,yes,four,3 - terrified,1 - nothing,1 - nothing,yes,I associate owls with witch sometimes because it only come in the night cry what does it want to do in the middle of the night,I believe anything but the only way I can do .  Leave an owl in the roof until its time to go I can just chase an owl like am clay because people can think,we have a problem it dose couse a it eat clothes etc it even food when you my thing that why I say it ,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,53,1 prior,not applicable,male,four,insects,no,in the branches of a tree,1 - not like,no,four,1 - not afraid,1 - nothing,3 - chase the owl away,no,owls live in trees most owls but they are some who live in old house . Owls eat rats and mice owls  do not go out side if it is a day the fly at night only,if an owl land on the roof of muy home I will chase the owl away and make sure that it do not come back in my home. Owl make a lot of noise,if an owl to my home and my home has rats and mice I will let the owl land other roof of my home,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,54,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,3 - terrified,1 - nothing,3 - chase the owl away,no,the owl with in your home is sea in the tree because they can not build the nest . They live in the cavity in the tree,in my home they are see people some people can not love the owl because the owl is the rich owl wen see people will afraid because some people are praying god,if an owl came to my home and has rats and mice I will . I have no rats the owl can not came in you home if your home have people praying god,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,55,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,1 - not afraid,2 - run away,3 - chase the owl away,no,"I associate owls as big birds that have  big eyes with two or tree colours on its fearther is a birds that eat rats and mice. When it cry it make a sound of hoo,, hoo",I m gonna throw it with stone so that its chase aay . I make sure it never ever come back again first .i believe it will look at me and I hate looking at  owls in real life,no this year in my home we didn't have problems about rats or mice so we haven't seen them from january until now even if mice and rats were cause in my family,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,56,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,2 - run away,no,I associate an owl an ageley. But they don't have the same colour . Owl is have a sad of face. Owl have a colour like gray and white,its going to make noise everyday . Its going to us afraid and it going to beer their child front of the roof. We can't sleep because of the owl it make a sound hoo. Hoo,its going to eat our clothes and dish and an owl its can come because of rats and mice . There is going to have a promble because of rats and mice and owl,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,57,1 prior,not applicable,female,one,rats and mice,yes,in the branches of a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,owl is a bird that flies at night and catch small animals to eat . There are barn owl colours. Owl is a birds that have red big eyes when owl cry it cry like this hoo hoo and we call ho ,if the owl lands an the roof my home . It is going to cry many times and I will feel like I can till it. And I will stop my self if I kill one of owl many of them will come at my home  ,they have eat us stafy I will chase them away and the owl will come and eat them because they have eat our stafy,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,58,1 prior,not applicable,female,one,insects,no,in the branches of a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,an owl is a bird that travels at night . It is not easy to see a bird at even . It is a bird that eats mice and rats and other insects. An owl have a very big eyes and it lands at the roof,if an owl lands on the roof of my house . It is going to have many baby .and it is going to make noise. But it will be helping by eating rats and mice at home,the rats and mice at home will be eating our staff so an owl need to come and eat those rats and mice so that they can not a problem at all,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,59,1 prior,not applicable,female,one,insects,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owl with witches course it is have some eyes. When you see it is seems like witch. Some witches send owl to our home and witch us,I think the will cry aloud and make us angry . It will be the witches that across our home. Maybe it will be wanting some excuse .i can;t wait I will just chase owl in my home,the problem will because it is distabing our dream white we are sleep and it busy running it make bore,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,60,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,1 - nothing,no,owls is the birds with the eagley  but the owl is the birds that love to live in branch. And eagle is the bird that love to live in house,"I will believe that it going to eat rats out side, and in top of the roof but am afraid when I had that sound of hoo. I believe that it will go away because it will not always stay there","there is going to have a problem , because where it have rats and mice. There is owl but owl will it that rats and mice it will cause us a lot of owl",,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,61,1 prior,not applicable,male,four,insects and seed grains,no,in the branches of a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,bonsal was born in 1997 at mabana farm where his and dad have be working for the past twenty years. His brother and sister went to school up to grade seven,if an owl birds on the roof okey home I will chase the owl away . They do not come,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,1,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,1 - nothing,3 - chase the owl away,no,I associate owls with witches,swita vanga huwa,they bring owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,2,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,four,2 - very afraid,2 - run away,3 - chase the owl away,no,like an a witch person,it can bring witches in my home,there is no rats and mice at home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,3,1 prior,not applicable,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,two,3 - terrified,2 - run away,3 - chase the owl away,no,I associate with witches because the night and witches is come during the night,is coming to destroy my family futers because is used by witches,the bring owls in my home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,4,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,none,3 - terrified,2 - run away,3 - chase the owl away,no,we associate owls with witches,I would believe that it has been sand,I would bring cats,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,5,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,no,like the witch,,it bring the owl at home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,6,1 prior,not applicable,female,one,insects and rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,2 - run away,3 - chase the owl away,no,with witchcraft ,someone is going to die,to call an owl,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,7,1 prior,not applicable,male,three,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,1 - nothing,3 - chase the owl away,no,I associate them with witches because I think witches use owls to do their witchcraft,its going to bring bad lucks and its also wants to open a way for witches,they bring owls to us because rats get eaten by owls so they are ccoolany food,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,8,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,2 - run away,3 - chase the owl away,no,witches,someone will get disease and die,it make a relationship with owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,9,1 prior,not applicable,female,four,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,1 - nothing,3 - chase the owl away,no,witches,someone is going to die,it make a relationship with owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,10,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,none,3 - terrified,2 - run away,2 - run away,no,we associate them with witches,I believe that the owl is being send by witches,bring owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,11,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,the witches,our family or relative he or she is going to die,it eat our clothes. It bring owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,12,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,witchcraft,someone is going to die in my family,it bring owl at home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,13,1 prior,not applicable,female,one,rats and mice,no,i the branches of tree,1 - not like,no,one,3 - terrified,2 - run away,3 - chase the owl away,no,lot associate the owls with the witch,to make some noise,they gives us owls and they eat our clothes,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,14,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,two,1 - not afraid,3 - try and kill the owl,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,15,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,1 - not afraid,3 - try and kill the owl,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,16,1 prior,not applicable,female,one,insects,no,i the branches of tree,1 - not like,no,one,1 - not afraid,1 - nothing,2 - run away,no,cats,I m going to chase the owl on my home,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,17,1 prior,not applicable,female,four,,no,in the roof of a house,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,18,1 prior,not applicable,female,three,,no,in the roof of a house,1 - not like,no,none,2 - very afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,19,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,with a witchcraft,retulable witchcraft,nothing we don't have rats and mice at our hood maybe at the neibour,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,20,1 prior,not applicable,female,four,rats and mice,yes,in a cavity in a tree,3 - like,yes,four,1 - not afraid,1 - nothing,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,21,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I will kill my self,something wrong in your family gonna happen,rats while are in the house they try to eat furniture or clothes,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,22,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,four,2 - very afraid,2 - run away,3 - chase the owl away,yes,I ass0ciate the owls with the ugly thing,it going to make a hell of noise and I believe that the witches uses the owls to do their witchcraft agains us. And if we let the owl to land on the roof we are going to experience pro,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,23,1 prior,not applicable,male,four,rats and mice,,in a cavity in a tree,3 - like,yes,four,1 - not afraid,1 - nothing,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,24,1 prior,not applicable,female,one,rats and mice,no,i the branches of tree,1 - not like,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,I would kill my self or I will faint ,something bad is going to happen according to what our parent told us,rats destroy our clothes and eat food that left during the night,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,25,1 prior,not applicable,female,three,rats and mice,no,i the branches of tree,1 - not like,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,no,I will kill my self,something wrong will happen at home,rats while are in the house they try to eat furniture or clothes,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,26,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,27,1 prior,not applicable,male,one,rats and mice,no,i the branches of tree,1 - not like,no,none,3 - terrified,1 - nothing,3 - chase the owl away,no,I associate that owls looks like cat because of the round eyes,I believe that it means there lots rats around the yard,damaging our stuff and material,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,28,1 prior,not applicable,male,none,rats and mice,no,in a cavity in a tree,3 - like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,29,1 prior,not applicable,female,two,rats and mice,no,i the branches of tree,1 - not like,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,like a cat and gondo,it will stand there and scares children,"it eat our clothes .it eat our food when we sleep. It can make hole at the house . It can eat wire of fridge, car and tv",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,30,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,31,1 prior,not applicable,female,one,rats and mice,yes,i the branches of tree,2 - no feeling,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,"I associate the owl with the main different dangerouse thing in earth , because it very ugly. The witchcraft always or I can say must them used the owl",I believe that the rats around the house will dissapear fast the will be rats anymore because I don't like rats the owl will do that rat must run away and also with mice too,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,32,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,4 - try and kill the owl,,the shangan people in the area of present day souther mozambiqui during the mfecanp,supprstitrons surrounding owl have a long and ancient history,rats and mice make she alt me the problem eat clothes and food in the night,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,33,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,no,the shangaan tripe come into being when king shaka to conauet the present ely to be be witched,it can make us to scared and think that the is a someone who want to kill us,rats and mice eat our clothes and more things in our home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,34,1 prior,not applicable,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,two,3 - terrified,1 - nothing,3 - chase the owl away,no,with human/ monkeys,"somehow I think its an evil animal, because sometimes when you chase it away it remain and not moving",it is so annoying and it could damege clothes and eat food at your own food,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,35,1 prior,not applicable,female,two,rats and mice,,in a cavity in a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,,owl is a terrifuing thing if it happens that it lands,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,36,1 prior,not applicable,female,none,rats and mice,no,i the branches of tree,2 - no feeling,no,one,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,37,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,2 - run away,3 - chase the owl away,no,with a witch ,a persons gone die,they eat clothes and furniture,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,38,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,4 - try and kill the owl,no,as a person,the owl is going destroy the roofing,yes because rats can eat my food and clothes,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,39,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,40,1 prior,not applicable,male,two,rats and mice,no,in the roof of a house,2 - no feeling,no,one,2 - very afraid,2 - run away,1 - nothing,no,with a can to me,it going to stand there want for pray to kill e.g rats and mice,eat our clothes and electron cables,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,41,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,42,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,I associate it like a witchcraft and it used with valoyi,it will scared us and it said so terribble thats why we scarted of it and it hlolas,yes because it eat our clothes and money food,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,43,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,none,3 - terrified,3 - try and kill the owl,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,44,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,none,2 - very afraid,2 - run away,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,45,1 prior,not applicable,male,one,rats and mice,no,in the roof of a house,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,46,1 prior,not applicable,male,tree,rats and mice,yes,in the branches of a tree,2 - no feeling,yes,three,2 - very afraid,3 - try and kill the owl,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,47,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,48,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,I associate owls with witchcraft,some people say some at your home is going to die and I believe so,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,49,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,50,1 prior,not applicable,female,one,rats and mice,,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,1 - nothing,4 - try and kill the owl,no,associate owls with is like a witchcraft,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,51,1 prior,not applicable,male,four,rats and mice,yes,in the branches of a tree,3 - like,yes,four,3 - terrified,3 - try and kill the owl,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,52,1 prior,not applicable,male,three,rats and mice,no,in the branches of a tree,1 - not like,no,three,3 - terrified,1 - nothing,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,53,1 prior,not applicable,male,two,grass,yes,on the ground,3 - like,yes,four,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,54,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate it with witchcraft because I believe that witches use it,we will have bad luck at our home,eat our clothes and food,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,55,1 prior,not applicable,female,two,seeds and grains,no,i the branches of tree,3 - like,no,one,2 - very afraid,2 - run away,,,I associate it with witchcraft because lots of people believe they have do to with witch,having bad luck and being accused of witchcraft,"eat clothes, vegetables eat my garden",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,56,1 prior,not applicable,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,2 - run away,2 - run away,no,witchcraft,I will chased at away. I think that it will witches,bring owls to see to owl in the house,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,57,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,associate owls with witches,I will chased at away. I think that it will witches me,bring owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,58,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,1 - nothing,no,I associate with witchcraft. Associate with the thing that are natural. Associate with evil. Associate with sprits,they transfer with witch,it become us a owls,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,59,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,1 - nothing,no,with snakes,"the devil is about to do something strange with my family, so I become scared. More especialy when it make some noise",,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,60,1 prior,not applicable,female,four,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,61,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,,if owl land on the roof we begin to think that someone of that family is gonna die,,,,,,,,,,,,,,,,,,,,,,,
